"","n","target_corr_kendall","distribution_1","distribution_2","inv_cdf_type","copula_type","tv_val_1","tv_val_2","ks_stat_1","ks_stat_2","cvm_stat_1","cvm_stat_2","smoothness_1","smoothness_2"
"D...13687",1000,0.2,"mixture1","beta","quantile_8","gaussian",0.02862,0.0375799999999999,0.0275699999999732,0.0403800000000169,0.148779544833333,0.189594158033333,0.0203429532486369,0.00214905264176994
"D...13688",1000,0.2,"mixture1","beta","quantile_8","t",0.02742,0.0420499999999999,0.0269299999999905,0.0447700000000109,0.123483168433333,0.338806851733333,0.025339626147971,0.00121848944960369
"D...13689",1000,0.2,"mixture1","beta","poly","gaussian",0.04304,0.03994,0.047050000000003,0.0449799999999624,0.355038513233333,0.558987077933334,0.00881737735766285,0.000723975377987559
"D...13690",1000,0.2,"mixture1","beta","poly","t",0.05403,0.03335,0.0532199999999789,0.0337499999999743,0.425337977533333,0.218884030433333,0.00868522364370883,0.000711155240177723
"D...13691",1000,0.2,"mixture1","beta","akima","gaussian",0.04633,0.03114,0.0439700000000201,0.0320799999999941,0.421081000533333,0.111141757933333,0.0369151604282312,0.00187766824152383
"D...13692",1000,0.2,"mixture1","beta","akima","t",0.05297,0.02359,0.0556399999999397,0.023190000000006,0.883165858133332,0.0673358693333334,0.0254202312291295,0.00148738144088287
"D...13693",1000,0.2,"mixture1","student_t","quantile_1","gaussian",0.04671,0.02834,0.0451899999999986,0.0309099999999867,0.417184564533333,0.120494870333334,0.0204253479034935,0.660314793814838
"D...13694",1000,0.2,"mixture1","student_t","quantile_1","t",0.05008,0.05323,0.0508499999999876,0.0530299999999831,0.464433579333333,0.766159642933334,0.0255239291031461,1.42825604240275
"D...13695",1000,0.2,"mixture1","student_t","quantile_4","gaussian",0.03726,0.03676,0.0346699999999993,0.0353800000000074,0.290941495133334,0.275170101833333,0.0575290288869607,25.1613897319108
"D...13696",1000,0.2,"mixture1","student_t","quantile_4","t",0.02956,0.04841,0.0299200000000082,0.0501400000000029,0.104894792033333,0.422089737933334,0.0202528640498895,12.4134854914524
"D...13697",1000,0.2,"mixture1","student_t","quantile_7","gaussian",0.02833,0.05105,0.0285400000000085,0.0527800000000233,0.111936124133334,0.716759310933333,0.0294652592806456,3.00907742947158
"D...13698",1000,0.2,"mixture1","student_t","quantile_7","t",0.04989,0.04581,0.0498100000000207,0.0445700000000092,0.376419907533333,0.350580491833334,0.0237133115204501,0.264884071776458
"D...13699",1000,0.2,"mixture1","student_t","quantile_8","gaussian",0.03834,0.03066,0.0365499999999886,0.0304600000000258,0.233684235033333,0.179143700133333,0.0191227315588492,0.677686021828204
"D...13700",1000,0.2,"mixture1","student_t","quantile_8","t",0.03538,0.0445,0.0377200000000136,0.046140000000007,0.235816232633333,0.366448578233333,0.0193173023654733,0.478585175825992
"D...13701",1000,0.2,"mixture1","student_t","poly","gaussian",0.0408,0.09202,0.0408599999999995,0.0898300000000037,0.276234732333334,1.43811959883333,0.00944507547975197,0.0999327974074311
"D...13702",1000,0.2,"mixture1","student_t","poly","t",0.03253,0.07613,0.0287899999999877,0.0757800000000121,0.205244637933334,0.788765380733335,0.00863665703284902,0.0922325686283723
"D...13703",1000,0.2,"mixture1","student_t","akima","gaussian",0.02854,0.06568,0.0284099999999957,0.0645999999999652,0.0915880312333335,0.925088929833335,0.0209090786064473,1.00747084450649
"D...13704",1000,0.2,"mixture1","student_t","akima","t",0.0370999999999999,0.03386,0.0378900000000012,0.0305800000000194,0.316894350833333,0.153355528433333,0.0205889712617268,0.0917878494225285
"D...13705",1000,0.2,"mixture1","mixture1","quantile_1","gaussian",0.03543,0.03513,0.0359600000000093,0.0337100000000031,0.189446396133333,0.253489200833333,0.0276003530238639,0.0342621075519613
"D...13706",1000,0.2,"mixture1","mixture1","quantile_1","t",0.03401,0.05687,0.0327900000000244,0.0577999999999641,0.243193149533333,0.900448847433333,0.0237302603324304,0.0198748591048076
"D...13707",1000,0.2,"mixture1","mixture1","quantile_4","gaussian",0.07613,0.02958,0.0729600000000944,0.0276600000000173,1.55298277353333,0.217621491533333,0.0189428925173079,0.0183468043754449
"D...13708",1000,0.2,"mixture1","mixture1","quantile_4","t",0.02814,0.0419,0.0291600000000185,0.0424799999999967,0.218131758433333,0.427854489833334,0.0203378022998354,0.0207431532645797
"D...13709",1000,0.2,"mixture1","mixture1","quantile_7","gaussian",0.02392,0.03806,0.0248299999999953,0.0373200000000087,0.0680418075333335,0.242184039333333,0.0231132042672276,0.0248476094996823
"D...13710",1000,0.2,"mixture1","mixture1","quantile_7","t",0.03586,0.05382,0.0353200000000008,0.0515700000000078,0.226832554833333,0.630113683533334,0.030834284444126,0.0299084692498091
"D...13711",1000,0.2,"mixture1","mixture1","quantile_8","gaussian",0.05488,0.04235,0.0569399999999557,0.0435099999999969,0.806531016333333,0.404421729133334,0.0266082708952422,0.0198960959251556
"D...13712",1000,0.2,"mixture1","mixture1","quantile_8","t",0.0431,0.03453,0.0453499999999913,0.0328900000000096,0.317593927233333,0.244856901733334,0.0188926475112673,0.0229462197387835
"D...13713",1000,0.2,"mixture1","mixture1","poly","gaussian",0.03954,0.0454,0.0426200000000154,0.0432499999999513,0.352461082533333,0.466255470133333,0.0096921612992431,0.0078304544216977
"D...13714",1000,0.2,"mixture1","mixture1","poly","t",0.03524,0.05448,0.0347799999999771,0.0573800000000507,0.308967419133333,0.703264417333333,0.00975761960280179,0.00961703262281148
"D...13715",1000,0.2,"mixture1","mixture1","akima","gaussian",0.03168,0.03118,0.0327200000000198,0.0343099999999919,0.230072206233333,0.235738139133334,0.0234196065999801,0.0352362711509245
"D...13716",1000,0.2,"mixture1","mixture1","akima","t",0.03283,0.03859,0.0301200000000122,0.0399200000000004,0.224635400033333,0.275438306033333,0.0415117908738347,0.0187705360299137
"D...13717",1000,0.2,"mixture1","mixture2","quantile_1","gaussian",0.02171,0.02901,0.0215799999999738,0.0267500000000044,0.0867498625333333,0.118761717533333,0.0219028033866953,0.0716397447572859
"D...13718",1000,0.2,"mixture1","mixture2","quantile_1","t",0.03816,0.02116,0.0415000000000029,0.0189699999999937,0.294509277133334,0.0671841872333332,0.0199005805557942,0.0417404646535678
"D...13719",1000,0.2,"mixture1","mixture2","quantile_4","gaussian",0.03807,0.02435,0.0391300000000114,0.0262499999999742,0.407058838633333,0.160958224433333,0.0354780473864444,0.0358342473244063
"D...13720",1000,0.2,"mixture1","mixture2","quantile_4","t",0.02508,0.07208,0.0256299999999914,0.0700300000001225,0.0691849396333332,1.67923694883333,0.0218056293377071,0.0431449608509446
"D...13721",1000,0.2,"mixture1","mixture2","quantile_7","gaussian",0.02813,0.03948,0.0238899999999929,0.0435300000000136,0.152911642433333,0.288766191133334,0.0262052470444104,0.0297279373831239
"D...13722",1000,0.2,"mixture1","mixture2","quantile_7","t",0.04152,0.02978,0.0393999999999883,0.0322999999999865,0.453374785133334,0.133003250833333,0.0262275585760527,0.0220184225105766
"D...13723",1000,0.2,"mixture1","mixture2","quantile_8","gaussian",0.03569,0.04453,0.0326899999999833,0.0470299999999905,0.147988780633333,0.435269228033333,0.0238828995919183,0.0212638342168297
"D...13724",1000,0.2,"mixture1","mixture2","quantile_8","t",0.03235,0.03392,0.0326800000000056,0.0346800000000109,0.165797670333333,0.139051061933333,0.021848221089411,0.0384124543098223
"D...13725",1000,0.2,"mixture1","mixture2","poly","gaussian",0.04164,0.0696,0.0431000000000115,0.0680699999999503,0.212769603433333,1.03368373163333,0.00857968826441692,0.0101401501333685
"D...13726",1000,0.2,"mixture1","mixture2","poly","t",0.04388,0.0281399999999999,0.0449600000000035,0.026149999999996,0.416900652833333,0.110103502233333,0.00956108492937588,0.00725396909446536
"D...13727",1000,0.2,"mixture1","mixture2","akima","gaussian",0.03051,0.0194799999999999,0.0305300000000155,0.0200800000000156,0.166639037033333,0.0604650636333334,0.0325198611201762,0.0681880727580405
"D...13728",1000,0.2,"mixture1","mixture2","akima","t",0.04985,0.0315,0.0507799999999988,0.0367200000000051,0.440707886733334,0.148318480233333,0.0234365712530706,0.031018144503473
"D...13729",1000,0.2,"mixture2","normal","quantile_1","gaussian",0.0587099999999999,0.04467,0.0585800000000626,0.0402700000000029,0.928059279433334,0.314008837333333,0.0218270814488126,0.0256223624078921
"D...13730",1000,0.2,"mixture2","normal","quantile_1","t",0.03436,0.02601,0.0340100000000134,0.0226699999999888,0.201887961233333,0.0950568933333334,0.0271026811510584,0.0161106616516912
"D...13731",1000,0.2,"mixture2","normal","quantile_4","gaussian",0.03349,0.03027,0.0367600000000017,0.0336499999999764,0.200478831133333,0.237286893433334,0.0192921809053395,0.0200666943968835
"D...13732",1000,0.2,"mixture2","normal","quantile_4","t",0.03472,0.06677,0.0340099999999936,0.0662099999999882,0.258936931833333,0.793957086733333,0.0274953296248547,0.0180228613413754
"D...13733",1000,0.2,"mixture2","normal","quantile_7","gaussian",0.02946,0.03981,0.0320699999999936,0.0404000000000016,0.267666749133333,0.309275605033334,0.0215683588258996,0.0137183339470876
"D...13734",1000,0.2,"mixture2","normal","quantile_7","t",0.03711,0.02803,0.0379600000000034,0.0305900000000114,0.460272128433333,0.110596957033333,0.0408114789366975,0.0183583330281226
"D...13735",1000,0.2,"mixture2","normal","quantile_8","gaussian",0.05332,0.04588,0.0549499999999546,0.0497499999999822,0.816529820433334,0.608537935633333,0.025022049851673,0.0101007805820333
"D...13736",1000,0.2,"mixture2","normal","quantile_8","t",0.04052,0.03696,0.0396199999999767,0.0354800000000172,0.274788203733334,0.288145222933333,0.02774774942759,0.0254521394194678
"D...13737",1000,0.2,"mixture2","normal","poly","gaussian",0.0547799999999999,0.05118,0.0551599999999991,0.0491700000000011,0.447961078333333,0.712300468633333,0.00708313683245471,0.0054643990718226
"D...13738",1000,0.2,"mixture2","normal","poly","t",0.05803,0.0363899999999999,0.0568099999999919,0.0343100000000237,0.760032840433333,0.237686776233333,0.0104384286427977,0.00586902008414257
"D...13739",1000,0.2,"mixture2","normal","akima","gaussian",0.05066,0.04739,0.0500399999999687,0.046790000000004,0.801304922833334,0.315577333233333,0.0372013123102821,0.0250810470423025
"D...13740",1000,0.2,"mixture2","normal","akima","t",0.047,0.04089,0.0450299999999877,0.0425299999999633,0.517354689133333,0.521771805533334,0.0457770722248807,0.0540316902242141
"D...13741",1000,0.2,"mixture2","exponential","quantile_1","gaussian",0.02663,0.07232,0.0313700000000114,0.0718600000000234,0.181275800333333,1.64968486113333,0.0252746025303796,0.0616067391183621
"D...13742",1000,0.2,"mixture2","exponential","quantile_1","t",0.0303100000000001,0.033,0.0306299999999782,0.0327799999999937,0.175867765733333,0.136318084833333,0.0902404248072195,0.0659933596787705
"D...13743",1000,0.2,"mixture2","exponential","quantile_4","gaussian",0.0521900000000001,0.04358,0.0490400000000113,0.0404500000000036,0.671479548033332,0.402412038533333,0.0261110857166963,0.0322591178561414
"D...13744",1000,0.2,"mixture2","exponential","quantile_4","t",0.02638,0.03067,0.024319999999973,0.0302400000000136,0.147348480633333,0.179779052733333,0.0796616657410183,0.11047627108821
"D...13745",1000,0.2,"mixture2","exponential","quantile_7","gaussian",0.03134,0.0301,0.0316200000000302,0.0304799999999725,0.184814549433333,0.216827686433333,0.0371984772196003,0.0629798987021313
"D...13746",1000,0.2,"mixture2","exponential","quantile_7","t",0.03783,0.05581,0.0378999999999914,0.0539600000000565,0.226222059333333,0.756210888233334,0.0174442821321526,0.0310056357591649
"D...13747",1000,0.2,"mixture2","exponential","quantile_8","gaussian",0.04184,0.03922,0.0412800000000007,0.0402300000000123,0.438850529133333,0.298351023133333,0.0543555047979768,0.0484843252145948
"D...13748",1000,0.2,"mixture2","exponential","quantile_8","t",0.05133,0.04253,0.0507399999999957,0.0395200000000152,0.585293122833333,0.363499968133333,0.0561649552409312,0.0203792738503096
"D...13749",1000,0.2,"mixture2","exponential","poly","gaussian",0.05411,0.04244,0.0521200000000002,0.0417200000000093,0.594515537033333,0.321761427833334,0.00943729124205912,0.0162496458237267
"D...13750",1000,0.2,"mixture2","exponential","poly","t",0.0233,0.05135,0.0259600000000109,0.05278999999998,0.133294208333333,0.569060086033333,0.0103707497808351,0.0151696701297532
"D...13751",1000,0.2,"mixture2","exponential","akima","gaussian",0.04713,0.04705,0.0475799999999981,0.0451300000000098,0.393756342933333,0.514303768033334,0.0304083363219578,0.02945927102396
"D...13752",1000,0.2,"mixture2","exponential","akima","t",0.0446599999999999,0.05448,0.0441299999999708,0.0551099999999918,0.495513221933333,0.787532114733334,0.0294276583778535,0.0436424358484145
"D...13753",1000,0.2,"mixture2","uniform","quantile_1","gaussian",0.03832,0.03401,0.0386199999999897,0.0332899999999918,0.291619866133333,0.215537485333333,0.0541856380676227,0.00103470406035558
"D...13754",1000,0.2,"mixture2","uniform","quantile_1","t",0.03509,0.05024,0.036680000000002,0.0514800000000047,0.212079438533333,0.410194998333333,0.0243402508742194,0.00096403797352247
"D...13755",1000,0.2,"mixture2","uniform","quantile_4","gaussian",0.0485099999999999,0.03813,0.0459600000000113,0.0329100000000188,0.365677569333333,0.162510649733333,0.0568337358220357,0.000853152170795661
"D...13756",1000,0.2,"mixture2","uniform","quantile_4","t",0.03222,0.03343,0.0304899999999787,0.0315599999999809,0.146536125233333,0.142178040233333,0.033269979198189,0.000844487995199721
"D...13757",1000,0.2,"mixture2","uniform","quantile_7","gaussian",0.0302899999999999,0.0567500000000001,0.0283800000000246,0.0579200000000558,0.157604665433333,1.07842657723333,0.0236339727135035,0.00093179097021583
"D...13758",1000,0.2,"mixture2","uniform","quantile_7","t",0.05597,0.02779,0.0535599999999844,0.0271600000000037,0.372071692133333,0.113969854433333,0.0491269360704285,0.00098600422740732
"D...13759",1000,0.2,"mixture2","uniform","quantile_8","gaussian",0.0372,0.07471,0.0412099999999923,0.0764699999999708,0.305088513233333,1.54420238833333,0.0312795097668305,0.000821900693640601
"D...13760",1000,0.2,"mixture2","uniform","quantile_8","t",0.01966,0.05549,0.0219500000000088,0.0551299999999871,0.0639243337333332,0.751860822433332,0.0453469227856244,0.000800013640886365
"D...13761",1000,0.2,"mixture2","uniform","poly","gaussian",0.03054,0.02987,0.0300199999999738,0.0306299999999952,0.181348637833333,0.202195074433333,0.00706214915194917,0.000137326470059916
"D...13762",1000,0.2,"mixture2","uniform","poly","t",0.04905,0.02488,0.0488800000000095,0.0248500000000078,0.327468087433332,0.170344196933333,0.0118825306246576,0.000101081667731388
"D...13763",1000,0.2,"mixture2","uniform","akima","gaussian",0.04307,0.04614,0.0454200000000016,0.0448999999999996,0.332822063133333,0.469741666333333,0.0385481052306555,0.000911173346766085
"D...13764",1000,0.2,"mixture2","uniform","akima","t",0.0515300000000001,0.02916,0.0499900000000468,0.0293000000000156,0.599743267133333,0.160797321033333,0.0231175451028193,0.00083706985491712
"D...13765",1000,0.2,"mixture2","log_normal","quantile_1","gaussian",0.04561,0.04921,0.0440500000000153,0.0498399999999528,0.182454715333333,0.752941002033334,0.0466418705591988,0.12411028511482
"D...13766",1000,0.2,"mixture2","log_normal","quantile_1","t",0.0505399999999999,0.04107,0.0508099999999514,0.0416200000000108,0.842406274033332,0.414892532633333,0.0180598768001152,0.253967035784575
"D...13767",1000,0.2,"mixture2","log_normal","quantile_4","gaussian",0.06401,0.02285,0.0636100000000294,0.0225000000000281,0.986575310733332,0.110018607633333,0.0365989026625848,0.303403164718841
"D...13768",1000,0.2,"mixture2","log_normal","quantile_4","t",0.0433399999999999,0.0417000000000001,0.0426799999999752,0.0441000000000088,0.544889524633333,0.296224416933334,0.0331533154758972,0.108017863289916
"D...13769",1000,0.2,"mixture2","log_normal","quantile_7","gaussian",0.048,0.04884,0.0449699999999836,0.0504400000000306,0.230652912733333,0.380141775633333,0.0326372246619404,0.699086808439782
"D...13770",1000,0.2,"mixture2","log_normal","quantile_7","t",0.02564,0.0558199999999999,0.0287300000000157,0.0568600000000373,0.135069128533333,0.534351545733333,0.0365335320722342,0.27919222788403
"D...13771",1000,0.2,"mixture2","log_normal","quantile_8","gaussian",0.0749299999999999,0.03266,0.0701300000001061,0.0341099999999701,1.81818219383333,0.329043107133333,0.0451706053222184,0.215304137175178
"D...13772",1000,0.2,"mixture2","log_normal","quantile_8","t",0.04685,0.02929,0.0463499999999808,0.0289500000000171,0.556444671033334,0.175127588733333,0.0147372906976314,0.064038457797364
"D...13773",1000,0.2,"mixture2","log_normal","poly","gaussian",0.03056,0.09173,0.0313299999999837,0.090909999999996,0.180180354033333,1.13121904333333,0.00922278072591873,0.0513908365631074
