"","n","target_corr_kendall","distribution_1","distribution_2","inv_cdf_type","copula_type","tv_val_1","tv_val_2","ks_stat_1","ks_stat_2","cvm_stat_1","cvm_stat_2","smoothness_1","smoothness_2"
"D...16160",1000,1,"normal","uniform","quantile_8","t",0.02655,0.02512,0.0271699999999979,0.0263199999999965,0.159895333433333,0.103901812833333,0.0124567206756791,0.000757083760642526
"D...16161",1000,1,"normal","uniform","poly","gaussian",0.03514,0.0238999999999999,0.0360500000000082,0.0257800000000072,0.182436051133333,0.122824179633333,0.00763700234157536,0.000119977137100172
"D...16162",1000,1,"normal","uniform","poly","t",0.02726,0.03954,0.0277300000000317,0.0421700000000167,0.158752223733334,0.372143792533333,0.00708022887418749,0.000109299382856112
"D...16163",1000,1,"normal","uniform","akima","gaussian",0.02712,0.05,0.0274699999999922,0.0497000000000248,0.0901966508333333,0.375364276433333,0.0221398842526628,0.000884968628991581
"D...16164",1000,1,"normal","uniform","akima","t",0.0373800000000001,0.04265,0.0369899999999755,0.045360000000006,0.162688309133333,0.437886856733333,0.0308738692139309,0.000906140552147911
"D...16165",1000,1,"normal","log_normal","quantile_1","gaussian",0.03056,0.03612,0.0307199999999909,0.0394500000000149,0.123003845133333,0.154372819033333,0.0215785220520315,0.133815301659756
"D...16166",1000,1,"normal","log_normal","quantile_1","t",0.0220899999999999,0.03683,0.021689999999987,0.0364299999999848,0.0498674330333334,0.216913078833333,0.0337441979927752,0.189471189167716
"D...16167",1000,1,"normal","log_normal","quantile_4","gaussian",0.022,0.03407,0.0218599999999921,0.0338599999999881,0.0787182247333334,0.255324866633333,0.0193259630237459,0.139718165517383
"D...16168",1000,1,"normal","log_normal","quantile_4","t",0.02881,0.03635,0.0274399999999784,0.0387599999999984,0.143646391833333,0.244843376533333,0.0216782279059261,1.49287520566517
"D...16169",1000,1,"normal","log_normal","quantile_7","gaussian",0.0304800000000001,0.03361,0.030199999999978,0.0304800000000038,0.107575520533333,0.188975021033333,0.0204106081953061,0.139509798846564
"D...16170",1000,1,"normal","log_normal","quantile_7","t",0.04347,0.0537,0.0437499999999886,0.053909999999994,0.441079555133333,0.576092272233333,0.0171426645655062,0.507796215744494
"D...16171",1000,1,"normal","log_normal","quantile_8","gaussian",0.02882,0.02107,0.0285600000000159,0.0226700000000114,0.188220189733334,0.0817051279333333,0.0195562207457765,0.245073326083721
"D...16172",1000,1,"normal","log_normal","quantile_8","t",0.03147,0.02738,0.0316500000000151,0.0272799999999944,0.223204959433333,0.144817796933333,0.0169102331688988,0.240229882650942
"D...16173",1000,1,"normal","log_normal","poly","gaussian",0.02694,0.09487,0.0294699999999941,0.0920199999999949,0.0748518818333335,1.18288783533333,0.006518411961958,0.075387067362247
"D...16174",1000,1,"normal","log_normal","poly","t",0.02313,0.07733,0.0205100000000118,0.0736099999999884,0.0898124063333332,0.835669978033332,0.00577339133076352,0.047347715228965
"D...16175",1000,1,"normal","log_normal","akima","gaussian",0.06396,0.04272,0.0644600000000806,0.0455000000000108,1.33136040813333,0.307443287233334,0.0639035044213132,0.154280852085542
"D...16176",1000,1,"normal","log_normal","akima","t",0.03955,0.05055,0.040600000000007,0.0479399999999717,0.305001379133333,0.711214220633334,0.0233417641651987,0.216104621383292
"D...16177",1000,1,"normal","beta","quantile_1","gaussian",0.0353,0.03837,0.0346800000000077,0.0380300000000022,0.263550108433334,0.255023748433334,0.0182158281895087,0.00217658992336921
"D...16178",1000,1,"normal","beta","quantile_1","t",0.03971,0.0402,0.0391799999999955,0.0397699999999941,0.312661969133334,0.210873062133333,0.0195537304697366,0.00195376457206776
"D...16179",1000,1,"normal","beta","quantile_4","gaussian",0.0534600000000001,0.05589,0.0517499999999048,0.0526899999999895,0.757063167433333,0.755761556633333,0.0244462087877577,0.00184874439764272
"D...16180",1000,1,"normal","beta","quantile_4","t",0.05748,0.06308,0.0576600000000167,0.0628900000000485,0.639643121433333,0.914970645433333,0.0227345018919264,0.00183393792600992
"D...16181",1000,1,"normal","beta","quantile_7","gaussian",0.01971,0.02546,0.0206500000000054,0.0265800000000016,0.0526426326333333,0.116958742633333,0.01630390025705,0.00240703751148578
"D...16182",1000,1,"normal","beta","quantile_7","t",0.0407,0.03247,0.0380300000000021,0.0318700000000125,0.521118290633333,0.106194301733333,0.0305897498655551,0.0015927185247646
"D...16183",1000,1,"normal","beta","quantile_8","gaussian",0.03155,0.07414,0.0299099999999751,0.0735800000000385,0.148495232733333,1.64229957803333,0.0201522905115113,0.00322729106475658
"D...16184",1000,1,"normal","beta","quantile_8","t",0.03162,0.02419,0.0312200000000085,0.0235099999999747,0.223728314633333,0.0800160265333333,0.0179134492189628,0.00162769193689099
"D...16185",1000,1,"normal","beta","poly","gaussian",0.04349,0.03681,0.0431299999999931,0.0392399999999992,0.261572874233332,0.209433482133333,0.00753633946996491,0.000857467287546528
"D...16186",1000,1,"normal","beta","poly","t",0.04726,0.04182,0.0477799999999561,0.0432500000000018,0.681771245333333,0.612572497033333,0.00550284374378709,0.000869583389708754
"D...16187",1000,1,"normal","beta","akima","gaussian",0.03681,0.03397,0.0321100000000062,0.0295700000000062,0.243180671733334,0.124373050033333,0.0240130850773496,0.00192940611500676
"D...16188",1000,1,"normal","beta","akima","t",0.0404800000000001,0.04666,0.0401300000000128,0.0440200000000003,0.350996101033333,0.365803496733333,0.0191841347495145,0.00206861999661504
"D...16189",1000,1,"normal","student_t","quantile_1","gaussian",0.05757,0.03367,0.0540699999999949,0.0346099999999922,0.554464200533333,0.142729935633333,0.0154202355530344,0.402201107469807
"D...16190",1000,1,"normal","student_t","quantile_1","t",0.02952,0.03325,0.027689999999982,0.0334800000000196,0.118241165233333,0.251385267733333,0.0233609459363216,1.49330606786392
"D...16191",1000,1,"normal","student_t","quantile_4","gaussian",0.03729,0.04457,0.0370699999999989,0.0444399999999916,0.172208862233333,0.348689258533333,0.0213182986911268,0.402458101310555
"D...16192",1000,1,"normal","student_t","quantile_4","t",0.01981,0.02812,0.0184200000000043,0.0286600000000244,0.0535535493333333,0.146270354833333,0.0227299970865061,0.263018833680259
"D...16193",1000,1,"normal","student_t","quantile_7","gaussian",0.02882,0.03986,0.0276000000000192,0.0396500000000131,0.0911200094333333,0.389474724733333,0.0202896518828846,0.206486922302727
"D...16194",1000,1,"normal","student_t","quantile_7","t",0.03205,0.0397500000000001,0.0338100000000061,0.035130000000021,0.162167881633333,0.162770962233333,0.0322946520598206,1.11373907112462
"D...16195",1000,1,"normal","student_t","quantile_8","gaussian",0.0409,0.06946,0.0383899999999957,0.0710500000000745,0.426010019333333,1.80178794683334,0.0178407237688693,0.543392846107408
"D...16196",1000,1,"normal","student_t","quantile_8","t",0.02263,0.03933,0.023080000000008,0.0392600000000147,0.0863549904333334,0.260553927533333,0.0276402580892502,0.534717491042896
"D...16197",1000,1,"normal","student_t","poly","gaussian",0.02602,0.16397,0.0273399999999694,0.166000000000102,0.189078810933333,6.00625425893333,0.00592636570347608,0.26239568944345
"D...16198",1000,1,"normal","student_t","poly","t",0.03883,0.08962,0.0421799999999946,0.0889799999999871,0.361391868533333,1.27584364443333,0.00728624379324903,0.0924948133917314
"D...16199",1000,1,"normal","student_t","akima","gaussian",0.0387299999999999,0.02542,0.0398399999999958,0.0263999999999933,0.191470851233333,0.0884426608333334,0.0218605910853062,1.31242849283512
"D...16200",1000,1,"normal","student_t","akima","t",0.0332800000000001,0.07021,0.0324400000000172,0.0694999999999391,0.142878969533333,1.18825529853333,0.0198811733178159,0.895383797688073
"D...16201",1000,1,"normal","mixture1","quantile_1","gaussian",0.03327,0.04203,0.0320500000000048,0.0428799999999947,0.165926906833333,0.529112477333334,0.0297136664743902,0.032729568061733
"D...16202",1000,1,"normal","mixture1","quantile_1","t",0.02959,0.0564,0.0328500000000286,0.0588100000000715,0.204133663333333,0.741155726233332,0.0169875946716756,0.027934583597384
"D...16203",1000,1,"normal","mixture1","quantile_4","gaussian",0.04669,0.03637,0.0465300000000011,0.0396000000000033,0.328530028933333,0.192041205333334,0.0215156642703417,0.0289225521654539
"D...16204",1000,1,"normal","mixture1","quantile_4","t",0.03248,0.05975,0.0323400000000089,0.0607100000000507,0.126367974733333,0.642639704333333,0.0165068223365199,0.0279212088536663
"D...16205",1000,1,"normal","mixture1","quantile_7","gaussian",0.02251,0.04997,0.0241699999999809,0.0528199999999979,0.0820574211333334,0.482245920833333,0.0166786492976056,0.0203474969363797
"D...16206",1000,1,"normal","mixture1","quantile_7","t",0.02024,0.03475,0.023039999999998,0.0358700000000078,0.0460007935333333,0.281628439233333,0.0304576256001011,0.020980034404286
"D...16207",1000,1,"normal","mixture1","quantile_8","gaussian",0.06299,0.0477099999999999,0.0612700000000076,0.047210000000006,0.431652836433333,0.537556892433334,0.0168508384152942,0.0346801317913302
"D...16208",1000,1,"normal","mixture1","quantile_8","t",0.02526,0.03089,0.0259900000000016,0.0300099999999865,0.0730558236333333,0.185864311633333,0.0188611560467013,0.0191993874650699
"D...16209",1000,1,"normal","mixture1","poly","gaussian",0.03913,0.03951,0.0385700000000244,0.0366700000000049,0.491859531333333,0.263292750633333,0.00644374848614377,0.00937822142668007
"D...16210",1000,1,"normal","mixture1","poly","t",0.0277700000000001,0.04235,0.0257900000000085,0.0443499999999976,0.119224505133333,0.406363872533334,0.00746294118301069,0.0102252998243674
"D...16211",1000,1,"normal","mixture1","akima","gaussian",0.04677,0.02352,0.0475800000000171,0.0217500000000041,0.335289928033333,0.0887398282333333,0.0394469126579673,0.0225600026876231
"D...16212",1000,1,"normal","mixture1","akima","t",0.02762,0.02975,0.0254100000000136,0.0295800000000131,0.134625804433333,0.130912642033333,0.0488169166127812,0.023242748117875
"D...16213",1000,1,"normal","mixture2","quantile_1","gaussian",0.0373399999999999,0.02786,0.0392199999999856,0.0292499999999895,0.513638440133333,0.151076161433333,0.0137888241308643,0.0236231472986213
"D...16214",1000,1,"normal","mixture2","quantile_1","t",0.06634,0.0363199999999999,0.0654600000000295,0.0347799999999811,0.721557561733333,0.246126970333333,0.0206612157694087,0.0353738317719777
"D...16215",1000,1,"normal","mixture2","quantile_4","gaussian",0.02169,0.04122,0.0242499999999741,0.0448299999999887,0.100901088733333,0.344304969533333,0.0316719656697184,0.0368347891031635
"D...16216",1000,1,"normal","mixture2","quantile_4","t",0.02763,0.03062,0.0282700000000172,0.0293599999999922,0.154838274533333,0.153781518833333,0.0369809285747225,0.0399614383592174
"D...16217",1000,1,"normal","mixture2","quantile_7","gaussian",0.02442,0.04617,0.0242099999999971,0.04662999999999,0.0917168596333333,0.315902004133333,0.0228055480861157,0.0388493235412902
"D...16218",1000,1,"normal","mixture2","quantile_7","t",0.03431,0.0523899999999999,0.0363200000000085,0.0520899999999901,0.238605105433333,0.490081394133333,0.0379701876140108,0.024376765045023
"D...16219",1000,1,"normal","mixture2","quantile_8","gaussian",0.03198,0.0363,0.0317200000000084,0.03421000000002,0.197879564833333,0.221186413533333,0.0192467633037678,0.0262245437706376
"D...16220",1000,1,"normal","mixture2","quantile_8","t",0.02886,0.04273,0.0306999999999829,0.0399199999999962,0.136049697633333,0.479520446233334,0.0105882062778479,0.0382719040671366
"D...16221",1000,1,"normal","mixture2","poly","gaussian",0.04104,0.02353,0.0445199999999845,0.0236200000000048,0.300947210333333,0.109393104933333,0.00751338786680516,0.00928506671156382
"D...16222",1000,1,"normal","mixture2","poly","t",0.03893,0.03407,0.0383600000000001,0.030910000000006,0.192157744833334,0.175373252333334,0.00543967151338152,0.00696899414902721
"D...16223",1000,1,"normal","mixture2","akima","gaussian",0.04978,0.05859,0.0530699999998932,0.0574199999999122,1.04440591863333,0.960469671233334,0.0169421883389726,0.0701994189473004
"D...16224",1000,1,"normal","mixture2","akima","t",0.07114,0.05843,0.0726500000000516,0.0534200000000269,1.33648243783333,0.855299919333332,0.0211855928845993,0.0354266381374893
"D...16225",1000,1,"exponential","normal","quantile_1","gaussian",0.03695,0.02347,0.0342000000000118,0.0224800000000103,0.332576975833333,0.0723036679333333,0.030903004576591,0.0241287747466241
"D...16226",1000,1,"exponential","normal","quantile_1","t",0.02728,0.0317,0.0276699999999892,0.0292000000000044,0.103098936233333,0.206359532633333,0.078353757100172,0.0252206646436378
"D...16227",1000,1,"exponential","normal","quantile_4","gaussian",0.0326900000000001,0.03314,0.0319799999999913,0.0368099999999909,0.201714621533333,0.142033811233334,0.0765675802842469,0.026397647378429
"D...16228",1000,1,"exponential","normal","quantile_4","t",0.04358,0.03748,0.043610000000018,0.0368299999999997,0.313836405933334,0.262070665533333,0.0254217733448346,0.0207165461155109
"D...16229",1000,1,"exponential","normal","quantile_7","gaussian",0.0275300000000001,0.02829,0.0296500000000126,0.0287900000000014,0.172853785233333,0.131217451233333,0.0370838887150281,0.0396580948003868
"D...16230",1000,1,"exponential","normal","quantile_7","t",0.0243,0.04676,0.0251200000000083,0.0444600000000218,0.0558256304333332,0.282910371633333,0.0815377945211541,0.018355473910026
"D...16231",1000,1,"exponential","normal","quantile_8","gaussian",0.04323,0.02423,0.0415699999999902,0.0246200000000043,0.325891406033333,0.125368362133333,0.0707371336442648,0.0163802180037776
"D...16232",1000,1,"exponential","normal","quantile_8","t",0.03254,0.03714,0.0331799999999818,0.040409999999987,0.187982790333333,0.276863107033333,0.0566675865971182,0.0244848622911418
"D...16233",1000,1,"exponential","normal","poly","gaussian",0.04286,0.02649,0.0431999999999975,0.0275599999999769,0.372110571633333,0.0964047667333334,0.0119923641793843,0.0065338366673885
"D...16234",1000,1,"exponential","normal","poly","t",0.07272,0.06088,0.0715700000000043,0.058669999999954,0.664772587633333,0.951496698433334,0.0193162142579025,0.0063941937364236
"D...16235",1000,1,"exponential","normal","akima","gaussian",0.02864,0.0512,0.0291999999999943,0.0509300000000178,0.162482982533333,0.488641768533334,0.0345641281758949,0.0150437413614654
"D...16236",1000,1,"exponential","normal","akima","t",0.04325,0.03006,0.0436599999999801,0.0295500000000064,0.333433917233333,0.169569158733333,0.0459525453510077,0.0280216486712602
"D...16237",1000,1,"exponential","exponential","quantile_1","gaussian",0.06275,0.04601,0.0625399999999777,0.0463099999999969,0.578173852033334,0.682967327633332,0.0293669914546356,0.0711340729885543
"D...16238",1000,1,"exponential","exponential","quantile_1","t",0.03827,0.04101,0.0322099999999928,0.039919999999991,0.132328335533333,0.377700977933333,0.0496349357547345,0.137271283276142
"D...16239",1000,1,"exponential","exponential","quantile_4","gaussian",0.04816,0.0221899999999999,0.0517500000000225,0.0229500000000223,0.554767631233334,0.0715025297333334,0.0292387400854678,0.0805525815564902
"D...16240",1000,1,"exponential","exponential","quantile_4","t",0.05094,0.0207299999999999,0.0483199999999894,0.0201800000000078,0.436052166033334,0.0493984190333333,0.0410523531709173,0.050694878073923
"D...16241",1000,1,"exponential","exponential","quantile_7","gaussian",0.0339,0.02862,0.0350799999999979,0.026339999999978,0.222642942133333,0.0682488121333334,0.164285959520164,0.045207365632435
"D...16242",1000,1,"exponential","exponential","quantile_7","t",0.02935,0.02555,0.0303700000000087,0.0230200000000127,0.242707269233333,0.159622053233333,0.0756657270425799,0.0652854623738625
"D...16243",1000,1,"exponential","exponential","quantile_8","gaussian",0.05951,0.02869,0.0558800000000504,0.0305299999999902,1.11578912093333,0.190254417333333,0.0271244524550091,0.0449834864642356
"D...16244",1000,1,"exponential","exponential","quantile_8","t",0.03901,0.0345,0.0423999999999924,0.0330000000000073,0.189713142333334,0.189615654733333,0.0295226949931667,0.0278843392317836
"D...16245",1000,1,"exponential","exponential","poly","gaussian",0.05744,0.0458500000000001,0.0571299999999734,0.0426799999999594,0.805235116233334,0.706166624633333,0.0138227975222953,0.0118342660189699
"D...16246",1000,1,"exponential","exponential","poly","t",0.05491,0.0532400000000001,0.0561999999999625,0.0524100000000335,0.573924891333333,0.522155148633332,0.0150274311634919,0.0170499226722388
"D...16247",1000,1,"exponential","exponential","akima","gaussian",0.04585,0.0544500000000001,0.0470799999999788,0.0521199999999973,0.307486221833334,0.466529203133334,0.0297439093386299,0.0335551600762933
"D...16248",1000,1,"exponential","exponential","akima","t",0.02183,0.03479,0.0201399999999837,0.0361899999999795,0.0929107141333333,0.182798007733333,0.0703411693235234,0.0346793206421304
"D...16249",1000,1,"exponential","uniform","quantile_1","gaussian",0.0432399999999999,0.03379,0.0411999999999958,0.0345500000000121,0.379492109433333,0.148611684233333,0.0344801423269692,0.00101760797183686
"D...16250",1000,1,"exponential","uniform","quantile_1","t",0.0335800000000001,0.08055,0.0332799999999824,0.0829600000000143,0.262428026233334,1.56594108673334,0.035338987736109,0.00099164104319771
"D...16251",1000,1,"exponential","uniform","quantile_4","gaussian",0.03828,0.0416300000000001,0.0384299999999916,0.0409799999999985,0.217357941633333,0.336582565133333,0.0242135423800903,0.000823510547834628
"D...16252",1000,1,"exponential","uniform","quantile_4","t",0.03999,0.03327,0.0398000000000012,0.031159999999987,0.276878224933333,0.184924068033333,0.0146603370997684,0.000799443772643097
"D...16253",1000,1,"exponential","uniform","quantile_7","gaussian",0.04377,0.03664,0.0419499999999994,0.0358499999999978,0.409018199733333,0.139724197933333,0.0414096957064604,0.00102399244368868
"D...16254",1000,1,"exponential","uniform","quantile_7","t",0.0249100000000001,0.0213,0.0224399999999766,0.0228999999999903,0.111072896033333,0.0560225837333334,0.0480034131260686,0.000978381728824067
"D...16255",1000,1,"exponential","uniform","quantile_8","gaussian",0.02874,0.0544100000000001,0.0309299999999946,0.0549200000000197,0.0941441078333333,0.462472933733334,0.0320006077137355,0.000802016700183555
"D...16256",1000,1,"exponential","uniform","quantile_8","t",0.03208,0.04826,0.0292799999999876,0.0475400000000981,0.163524720633333,0.713671962133334,0.0161878137515969,0.000785680623494468
"D...16257",1000,1,"exponential","uniform","poly","gaussian",0.04936,0.02641,0.0495300000000066,0.0274199999999924,0.341065839133334,0.122613932933333,0.0147004590051741,0.000118568228428403
"D...16258",1000,1,"exponential","uniform","poly","t",0.06141,0.01765,0.0604499999999964,0.0169300000000007,0.734456861433333,0.0448371393333333,0.0205799060044493,0.000126658269382141
"D...16259",1000,1,"exponential","uniform","akima","gaussian",0.0353,0.0299,0.0363499999999847,0.0285999999999896,0.337425262733334,0.145700316733333,0.0284232355941804,0.000859552700458275
"D...16260",1000,1,"exponential","uniform","akima","t",0.04025,0.04559,0.0423799999999974,0.0443199999999928,0.374123156733333,0.392384653433334,0.0468326253553743,0.000835167892923305
"D...16261",1000,1,"exponential","log_normal","quantile_1","gaussian",0.02759,0.03043,0.0241200000000209,0.0316400000000038,0.0837590286333333,0.0688923033333335,0.0608244671264431,0.319376114508363
"D...16262",1000,1,"exponential","log_normal","quantile_1","t",0.05204,0.03318,0.05096999999999,0.033449999999979,0.335210074133333,0.198282834233333,0.0599202361055544,0.189061162325936
"D...16263",1000,1,"exponential","log_normal","quantile_4","gaussian",0.0273100000000001,0.03977,0.0278399999999788,0.0448400000000031,0.114518689633333,0.425840687233334,0.0256785427879972,0.237449148311848
"D...16264",1000,1,"exponential","log_normal","quantile_4","t",0.0618500000000001,0.04603,0.0636900000001176,0.0496700000000085,1.21645906243333,0.491138107733334,0.078465677388363,0.393872585860519
"D...16265",1000,1,"exponential","log_normal","quantile_7","gaussian",0.02399,0.03233,0.0256799999999906,0.0326299999999944,0.0902801203333335,0.144773519633333,0.074528648425119,0.237869216234295
"D...16266",1000,1,"exponential","log_normal","quantile_7","t",0.0225500000000001,0.03736,0.0231900000000284,0.0378800000000225,0.0848201693333333,0.188014686033333,0.0719757074365337,0.119995558552148
"D...16267",1000,1,"exponential","log_normal","quantile_8","gaussian",0.03747,0.06623,0.0346599999999861,0.0661399999999626,0.294741312433333,1.35335267343333,0.0208510084047109,0.0729373131316684
"D...16268",1000,1,"exponential","log_normal","quantile_8","t",0.03294,0.02347,0.0268800000000123,0.0266000000000184,0.112457451933333,0.0663716453333333,0.0638507075453059,0.0907851018147397
"D...16269",1000,1,"exponential","log_normal","poly","gaussian",0.02583,0.12044,0.0275900000000223,0.126289999999981,0.127842035333333,2.14385106543334,0.0132101911382648,0.0525234962814922
"D...16270",1000,1,"exponential","log_normal","poly","t",0.04928,0.09266,0.0476300000000126,0.0940599999999807,0.429161092733333,1.65655367373333,0.0154791227093289,0.0350930508816222
"D...16271",1000,1,"exponential","log_normal","akima","gaussian",0.03001,0.0319900000000001,0.0259099999999937,0.032460000000022,0.132292605833333,0.183960729233333,0.0319618620285384,0.168131770910736
"D...16272",1000,1,"exponential","log_normal","akima","t",0.05808,0.03926,0.0578600000000238,0.0360299999999853,0.669382408533332,0.175450148733333,0.0196336326838792,0.263418183868423
"D...16273",1000,1,"exponential","beta","quantile_1","gaussian",0.03615,0.03049,0.0373200000000057,0.0307999999999754,0.250173860733333,0.131077452833333,0.0433858279984038,0.00216044823608298
"D...16274",1000,1,"exponential","beta","quantile_1","t",0.04202,0.02485,0.041560000000006,0.0227300000000146,0.184865487933333,0.112558116533333,0.0518766928246394,0.00155560276964249
"D...16275",1000,1,"exponential","beta","quantile_4","gaussian",0.03405,0.03316,0.0327199999999683,0.0303700000000104,0.196573121333333,0.192041313333333,0.0301111179527009,0.00194416063821836
"D...16276",1000,1,"exponential","beta","quantile_4","t",0.03529,0.044,0.0363300000000024,0.0451199999999805,0.206356229433333,0.378808766833333,0.0283298503932764,0.00225297140447623
"D...16277",1000,1,"exponential","beta","quantile_7","gaussian",0.03671,0.02062,0.0376700000000168,0.0201300000000054,0.206224718933333,0.0602529557333333,0.0421326295923241,0.00237098885475477
"D...16278",1000,1,"exponential","beta","quantile_7","t",0.0462,0.04385,0.0437399999999917,0.0424399999999957,0.461668161833333,0.231080920833333,0.0254538322697092,0.0020145054780928
"D...16279",1000,1,"exponential","beta","quantile_8","gaussian",0.02301,0.05186,0.0195600000000142,0.0503999999999678,0.0499196664333333,0.622893043633333,0.0661317064240905,0.00191384813851226
"D...16280",1000,1,"exponential","beta","quantile_8","t",0.04136,0.03772,0.0408599999999988,0.0372299999999831,0.329718280633334,0.306124905133334,0.0207792122114309,0.00222763428561141
"D...16281",1000,1,"exponential","beta","poly","gaussian",0.0313,0.02535,0.0312700000000037,0.0265099999999835,0.164559227333333,0.129555199233333,0.0119316240460965,0.000896067797192373
"D...16282",1000,1,"exponential","beta","poly","t",0.07609,0.0261800000000001,0.0726300000000941,0.0266000000000175,1.15486001593333,0.151799499333333,0.0147613186653743,0.000800673381903392
"D...16283",1000,1,"exponential","beta","akima","gaussian",0.0307999999999999,0.03157,0.0309000000000231,0.0297200000000293,0.154965519833333,0.241271670433333,0.0994119463666762,0.00182042841890235
"D...16284",1000,1,"exponential","beta","akima","t",0.0477599999999999,0.04766,0.0429899999999852,0.048919999999998,0.404887326233333,0.288281977333334,0.0483571844322434,0.00193469729114545
"D...16285",1000,1,"exponential","student_t","quantile_1","gaussian",0.06067,0.04907,0.062819999999981,0.04507000000001,0.694897527533332,0.301587349333333,0.0554274845389167,1.05328483076081
"D...16286",1000,1,"exponential","student_t","quantile_1","t",0.04116,0.0291600000000001,0.0431100000000033,0.030740000000013,0.260781895033333,0.144010811833333,0.0235761885944324,2.2194257246093
"D...16287",1000,1,"exponential","student_t","quantile_4","gaussian",0.05353,0.03383,0.051589999999993,0.0322200000000244,0.931356659033334,0.176634858533333,0.0279747130981068,0.709689601681271
"D...16288",1000,1,"exponential","student_t","quantile_4","t",0.03531,0.04091,0.0332500000000155,0.0426200000000015,0.220301434633333,0.471708423533334,0.048338868582705,0.913236000873445
"D...16289",1000,1,"exponential","student_t","quantile_7","gaussian",0.05473,0.04396,0.0559400000000253,0.0423800000000055,0.863457034233333,0.277369838533333,0.0776638372107412,2.06535311492045
"D...16290",1000,1,"exponential","student_t","quantile_7","t",0.03752,0.04799,0.040739999999984,0.0472699999999923,0.227700432033334,0.512551044433334,0.0279284517116855,4.34285710491316
"D...16291",1000,1,"exponential","student_t","quantile_8","gaussian",0.02894,0.04232,0.02806000000001,0.0400300000000122,0.156616513033333,0.267506875533334,0.0230721171664108,0.20550022791553
"D...16292",1000,1,"exponential","student_t","quantile_8","t",0.03492,0.02384,0.0332299999999903,0.0243400000000039,0.138158934733333,0.0782664778333333,0.0353275070469613,1.18598866920275
"D...16293",1000,1,"exponential","student_t","poly","gaussian",0.0419,0.10838,0.0431200000000048,0.109609999999985,0.334290466833334,1.90050609133333,0.0147169325211381,0.0599670735897301
"D...16294",1000,1,"exponential","student_t","poly","t",0.03326,0.0824199999999999,0.0323999999999784,0.0826800000000339,0.204581898933333,1.03511848633333,0.0146905387347134,0.0502139480936214
"D...16295",1000,1,"exponential","student_t","akima","gaussian",0.03101,0.03865,0.0361299999999832,0.0423299999999959,0.274484116633333,0.311094870033334,0.0378643764923999,0.311788699007693
"D...16296",1000,1,"exponential","student_t","akima","t",0.0403300000000001,0.0384,0.0388500000000232,0.0373900000000118,0.173397593833333,0.195437267933333,0.0492237638135022,1.5140377979364
"D...16297",1000,1,"exponential","mixture1","quantile_1","gaussian",0.04622,0.02127,0.0470499999999853,0.0213300000000226,0.395893640433334,0.0731776711333333,0.0312046337790913,0.0318425092160963
"D...16298",1000,1,"exponential","mixture1","quantile_1","t",0.0407299999999999,0.03735,0.0436999999999992,0.036330000000013,0.261685082433334,0.317902308333333,0.0256109509970863,0.0380162846315336
"D...16299",1000,1,"exponential","mixture1","quantile_4","gaussian",0.05111,0.05291,0.0517800000000215,0.052970000000005,0.349548889833333,0.537903141133334,0.0591558328075355,0.0300438154410296
"D...16300",1000,1,"exponential","mixture1","quantile_4","t",0.03628,0.02646,0.0368699999999655,0.0279100000000046,0.325023171533333,0.0905351286333334,0.0383908290661777,0.0401764786765416
"D...16301",1000,1,"exponential","mixture1","quantile_7","gaussian",0.04482,0.0286099999999999,0.0451499999999995,0.0272699999999816,0.576605856633333,0.202265740533333,0.0469493520790299,0.0292776192964842
"D...16302",1000,1,"exponential","mixture1","quantile_7","t",0.02257,0.04178,0.0234400000000124,0.0433700000000029,0.146596570933333,0.229140900833334,0.0492471241177932,0.0228534343477786
"D...16303",1000,1,"exponential","mixture1","quantile_8","gaussian",0.04633,0.04994,0.0436199999999975,0.0500299999999776,0.433986697633333,0.611511221333332,0.0585163506064031,0.0217229162411197
"D...16304",1000,1,"exponential","mixture1","quantile_8","t",0.04529,0.03826,0.0451500000000014,0.0366399999999904,0.316141445733333,0.345628112733333,0.0291531392373845,0.0202811378341925
"D...16305",1000,1,"exponential","mixture1","poly","gaussian",0.03922,0.05951,0.03697,0.0575399999999992,0.182998403133333,0.634499146533334,0.0128130859854944,0.00997882189219838
"D...16306",1000,1,"exponential","mixture1","poly","t",0.06983,0.05828,0.0698900000000125,0.0573900000000278,0.882860740233332,0.742023346933332,0.0158424160529428,0.0100459947056194
"D...16307",1000,1,"exponential","mixture1","akima","gaussian",0.03964,0.02937,0.0397600000000024,0.0295299999999806,0.471889856233333,0.153008526333333,0.0172449461410753,0.0199755058459488
"D...16308",1000,1,"exponential","mixture1","akima","t",0.04355,0.03684,0.0442799999999921,0.0376900000000193,0.502792345933333,0.255399261733333,0.06363691975792,0.0325919780076543
"D...16309",1000,1,"exponential","mixture2","quantile_1","gaussian",0.03388,0.03785,0.0342000000000054,0.0355900000000142,0.336141747633333,0.161312836733334,0.0570799548295318,0.0230649943887214
"D...16310",1000,1,"exponential","mixture2","quantile_1","t",0.0306,0.03224,0.0304699999999837,0.0291100000000136,0.254942433433333,0.118484177133333,0.0209734127525257,0.0342569256340776
"D...16311",1000,1,"exponential","mixture2","quantile_4","gaussian",0.04103,0.0284599999999999,0.041030000000001,0.0294700000000192,0.325704808933333,0.111266409633333,0.0612393345090477,0.0243616782640537
"D...16312",1000,1,"exponential","mixture2","quantile_4","t",0.06369,0.02517,0.0643100000000751,0.0247299999999737,1.07167508463333,0.124524020133333,0.0321682664410367,0.0193596291016758
