"","target_corr_kendall","dataset","inv_cdf_type","s1","s2","tv1","tv2"
"1317",0.8,"airquality_df","poly",0.13553518306205,0.0141205870640131,0.135135135135135,0.162162162162162
"1318",0.8,"faithful_df","poly",0.00317062147367298,0.0312257884419714,0.0955882352941176,0.0625
"1319",0.8,"ChickWeight_df","poly",0.429368195480271,0.328775811981243,0.0415224913494809,0.0986159169550173
"1320",0.8,"diamonds_df","poly",0.00410474076493293,25.3371196367378,0.0646,0.022
"1321",0.8,"trees_df","akima",0.00937227928270433,0.0291388314900209,0.161290322580645,0.290322580645161
"1322",0.8,"mtcars_df","akima",0.195486056957229,0.329884962225064,0.21875,0.3125
"1323",0.8,"swiss_df","akima",0.0579694927798647,0.191630644064116,0.191489361702128,0.191489361702128
"1324",0.8,"rock_df","akima",11.0892792438953,6.84781252356881,0.145833333333333,0.1875
"1325",0.8,"USArrests_df","akima",0.0138283332636355,0.298223942525505,0.1,0.18
"1326",0.8,"iris_df","akima",0.00478622645120425,0.00198724760935809,0.0666666666666667,0.153333333333333
"1327",0.8,"airquality_df","akima",0.409341856751859,0.0326313416724903,0.0990990990990991,0.0990990990990991
"1328",0.8,"faithful_df","akima",0.0065360088253433,0.0527234116080297,0.073529411764706,0.0551470588235294
"1329",0.8,"ChickWeight_df","akima",0.717633749752475,0.00331131729933901,0.0743944636678201,0.110726643598616
"1330",0.8,"diamonds_df","akima",0.0409517491986119,32.6221739837814,0.0592,0.0152
"1331",0.9,"trees_df","quantile_1",0.121265107381936,0.267519263860557,0.0967741935483871,0.193548387096774
"1332",0.9,"mtcars_df","quantile_1",0.255122268610717,3.06751530250349,0.4375,0.15625
"1333",0.9,"swiss_df","quantile_1",0.567577950505691,0.685919145564985,0.170212765957447,0.276595744680851
"1334",0.9,"rock_df","quantile_1",101.480675845477,56.7496924283068,0.0833333333333334,0.166666666666667
"1335",0.9,"USArrests_df","quantile_1",0.0927909114052221,2.25575066360334,0.12,0.1
"1336",0.9,"iris_df","quantile_1",0.0206853279551533,0.0171704362786224,0.133333333333333,0.133333333333333
"1337",0.9,"airquality_df","quantile_1",1.39030535532493,0.136528836108057,0.0900900900900901,0.171171171171171
"1338",0.9,"faithful_df","quantile_1",0.0181807809321912,0.268947678733208,0.0735294117647059,0.0845588235294118
"1339",0.9,"ChickWeight_df","quantile_1",1.20604757083952,0.201593249477825,0.0743944636678201,0.0709342560553633
"1340",0.9,"diamonds_df","quantile_1",0.0160824007397351,33.6705221935483,0.016,0.023
"1341",0.9,"trees_df","quantile_4",0.0218303746913215,0.0357019909531751,0.129032258064516,0.161290322580645
"1342",0.9,"mtcars_df","quantile_4",0.0399068815767134,0.503376620090047,0.09375,0.09375
"1343",0.9,"swiss_df","quantile_4",0.0988682613242159,0.120774764879841,0.212765957446809,0.170212765957447
"1344",0.9,"rock_df","quantile_4",19.3504216591869,5.86019507313486,0.125,0.145833333333333
"1345",0.9,"USArrests_df","quantile_4",0.026337916324254,0.405245833971583,0.14,0.2
"1346",0.9,"iris_df","quantile_4",0.00742510154688306,0.00700360455427975,0.113333333333333,0.12
"1347",0.9,"airquality_df","quantile_4",0.47864060870683,0.0523867121902789,0.0900900900900902,0.0810810810810811
"1348",0.9,"faithful_df","quantile_4",0.00892761215157933,0.120538714560852,0.0882352941176471,0.0441176470588236
